id,keyword,location,text,target,word_count,mean_word_length,lexical_diversity,stop_word_count,url_count,punctuation_count,hashtag_count,text_clean,keyword_clean,text_tokens,text_lemma,keyword_disaster_rate
6534,hijacking,"Punjab, Pakistan","when you think of cyber security threats, sim swapping probably doesn’t come to mind. you may not have even heard of it, and…",0,23,4.478260869565218,0.9130434782608695,8,0,3,0,when you think of cyber security threats sim swapping probably doesn t come to mind you may not have even heard of it and,hijacking,think cyber security threats sim swapping probably come mind may even heard,when you think of cyber security threat sim swapping probably doesn t come to mind you may not have even hear of it and,0.24324324324324326
6850,injury,,anyone who can't see this team is special hasn't been watching basketball... dan i tol… https://t.co/ntt5mzavmv,0,16,4.666666666666667,1.0,6,1,10,0,anyone who cannot see this team is special has not been watching basketball dan i tol,injury,anyone cannot see team special watching basketball dan tol,anyone who can not see this team be special have not be watch basketball dan I tol,0.2222222222222222
8585,rescued,Eskişehir,"just as firefighters are combating #bushfires in australia, rescuing people and animals, 75 years ago our own national f…",0,19,5.166666666666667,1.0,7,0,3,1,just as firefighters are combating bushfires in australia rescuing people and animals 75 years ago our own national f,rescued,firefighters combating bushfires australia rescuing people animals years ago national,just as firefighter be combat bushfire in australia rescue people and animal 75 year ago our own national f,0.6
11265,wreck,,this animated short about lion hunting will absolutely wreck you 😭 sign the petition: https://t.co/pzkjnjfdwi https://t.co…,0,16,5.142857142857143,1.0,5,1,10,0,this animated short about lion hunting will absolutely wreck you sign the petition,wreck,animated short lion hunting absolutely wreck sign petition,this animate short about lion hunting will absolutely wreck you sign the petition,0.14545454545454545
1080,blight,West of Scotland,this gambling commission guy on is basically trying to push responsibility onto everyone else. gambli… https://t.co/7newuelmww,0,16,5.866666666666666,1.0,4,1,6,0,this gambling commission guy on is basically trying to push responsibility onto everyone else gambli,blight,gambling commission guy basically trying push responsibility onto everyone else gambli,this gambling commission guy on be basically try to push responsibility onto everyone else gambli,0.02631578947368421
1872,burning,,the same main causes of #globalheating - the burning of #fossilfuels and #deforestation - are harming our health in multiple wa…,0,21,3.7777777777777777,0.8571428571428571,9,0,5,3,the same main causes of globalheating the burning of fossilfuels and deforestation are harming our health in multiple wa,burning,main causes globalheating burning fossilfuels deforestation harming health multiple,the same main cause of globalheate the burning of fossilfuel and deforestation be harm our health in multiple wa,0.0851063829787234
4194,disaster,Lagos,"australia, our hearts are with you. to join us in supporting the bushfire relief efforts, visit: https://t.co/5jz30etqor https:/…",0,18,5.0625,1.0,6,1,11,0,australia our hearts are with you to join us in supporting the bushfire relief efforts visit,disaster,australia hearts join supporting bushfire relief efforts visit,australia our heart be with you to join we in support the bushfire relief effort visit,0.06976744186046512
387,armageddon,,white: i saw trump riding golden horse alongside jesus during armageddon https://t.co/gfflp3ynk3,0,12,5.636363636363637,1.0,2,1,6,0,white i saw trump riding golden horse alongside jesus during armageddon,armageddon,white saw trump riding golden horse alongside jesus armageddon,white I see trump rid golden horse alongside jesus during armageddon,0.0
7043,inundation,United States,an externality you didn't mention: product ubiquity and information inundation are primary… https://t.co/ve2vnriplq,0,13,6.666666666666667,1.0,5,1,7,0,an externality you did not mention product ubiquity and information inundation are primary,inundation,externality mention product ubiquity information inundation primary,an externality you do not mention product ubiquity and information inundation be primary,0.10714285714285714
3133,death,Australia,sorry i usually try to keep it pg but after the veritable cornucopia of lies trump has told america about the life-or-dea…,0,22,4.590909090909091,0.9545454545454546,10,0,2,0,sorry i usually try to keep it pg but after the veritable cornucopia of lies trump has told america about the life or dea,death,sorry usually try keep veritable cornucopia lies trump told america life dea,sorry I usually try to keep it pg but after the veritable cornucopia of lie trump have tell america about the life or dea,0.1016949152542373
3676,derailed,5️⃣5️⃣9️⃣,sorry to break it to you: you can't vote for change if you're voting democrat or republican. nothing has derailed the tr…,0,22,4.545454545454546,0.9545454545454546,10,0,4,0,sorry to break it to you you cannot vote for change if you are voting democrat or republican nothing has derailed the tr,derailed,sorry break cannot vote change voting democrat republican nothing derailed,sorry to break it to you you can not vote for change if you be vote democrat or republican nothing have derail the tr,0.36065573770491804
4770,emergency,"Rockhampton, Queensland",the worlds oceans are the clearest measure of the climate emergency.,0,11,5.2727272727272725,0.8181818181818182,5,0,1,0,the worlds oceans are the clearest measure of the climate emergency,emergency,worlds oceans clearest measure climate emergency,the world ocean be the clear measure of the climate emergency,0.14035087719298245
4178,disaster,fan acc,"v commented on a post on weverse about the eruption of taal volcano here in the philippines. 빵빵야 post trans: “everyone, pl…",0,22,4.636363636363637,0.8636363636363636,9,0,3,0,v commented on a post on weverse about the eruption of taal volcano here in the philippines post trans everyone pl,disaster,commented post weverse eruption taal volcano philippines post trans everyone,v comment on a post on weverse about the eruption of taal volcano here in the philippine post trans everyone pl,0.06976744186046512
1960,bush%20fires,Glasgow,i had a dream that they were shooting 'i'm a celeb' during the oz bush fires. i'll let you construct your own jok… https://t.co/jvqcqgf8w5,0,24,4.0,0.9583333333333334,13,1,10,0,i had a dream that they were shooting i am a celeb during the oz bush fires i will let you construct your own jok,bush fires,dream shooting celeb bush fires let construct jok,I have a dream that they be shoot I be a celeb during the oz bush fire I will let you construct your own jok,0.23214285714285715
11031,wild%20fires,,these idiots on gmb are still on about climate change has started the wild fires in australia why don’t they tell t… https://t.co/w9vg5ohfk2,0,23,4.318181818181818,0.9565217391304348,10,1,5,0,these idiots on gmb are still on about climate change has started the wild fires in australia why don t they tell t,wild fires,idiots gmb still climate change started wild fires australia tell,these idiot on gmb be still on about climate change have start the wild fire in australia why don t they tell t,0.4473684210526316
3024,danger,,"""here for the bantz"" - moronic twat who probably follows that didn't happen account. ""just a nice guy"" - fragile ego. narci…",0,22,4.681818181818182,0.9545454545454546,6,0,9,0,here for the bantz moronic twat who probably follows that did not happen account just a nice guy fragile ego narci,danger,bantz moronic twat probably follows happen account nice guy fragile ego narci,here for the bantz moronic twat who probably follow that do not happen account just a nice guy fragile ego narci,0.025
3778,derailment,"Michigan, USA","come for the laughs (both yours and ours), but stick around f… https://t.co/fzlpvyjaiv",0,13,4.25,1.0,5,1,8,0,come for the laughs both yours and ours but stick around f,derailment,come laughs stick around,come for the laugh both your and our but stick around f,0.7142857142857143
3371,deluged,chicago,bernie's surging in the polls so get ready — we're all about to be deluged by manufactured controversies. https://t.co/sjck…,0,19,4.888888888888889,1.0,9,1,8,0,bernie is surging in the polls so get ready we are all about to be deluged by manufactured controversies,deluged,bernie surging polls get ready deluged manufactured controversies,bernie be surge in the poll so get ready we be all about to be deluge by manufacture controversy,0.0
10928,weapons,,dhar was founded as capital of malwa by the scholar king raja bhoja (1010-1053 ce). raja bhoja was well versed in iron me…,0,23,4.3478260869565215,0.8695652173913043,7,0,4,0,dhar was founded as capital of malwa by the scholar king raja bhoja 1010 1053 ce raja bhoja was well versed in iron me,weapons,dhar founded capital malwa scholar king raja bhoja 1010 1053 raja bhoja well versed iron,dhar be found as capital of malwa by the scholar king raja bhoja 1010 1053 ce raja bhoja be well verse in iron I,0.2692307692307692
4041,detonate,"Chennai, Bharat",. flight makes an emergency landing in kolkata as passenger 'threatens to detonate bomb'. https://t.co/8lpzxhhtmy,1,15,5.428571428571429,1.0,4,1,9,0,flight makes an emergency landing in kolkata as passenger threatens to detonate bomb,detonate,flight makes emergency landing kolkata passenger threatens detonate bomb,flight make an emergency landing in kolkata as passenger threaten to detonate bomb,0.06666666666666667
923,blazing,,hangyul will nae gaseumsoge blazing and then dip https://t.co/b4azpv6mmc,0,9,5.125,1.0,3,1,5,0,hangyul will nae gaseumsoge blazing and then dip,blazing,hangyul nae gaseumsoge blazing dip,hangyul will nae gaseumsoge blaze and then dip,0.0
149,airplane%20accident,,"as a canadian, i am very concerned. the airplane that was shot down by accident had 67 canadians - many of iranian…",0,22,4.2727272727272725,1.0,12,0,3,0,as a canadian i am very concerned the airplane that was shot down by accident had 67 canadians many of iranian,airplane accident,canadian concerned airplane shot accident canadians many iranian,as a canadian I be very concerned the airplane that be shoot down by accident have 67 canadian many of iranian,0.2903225806451613
7723,nuclear%20reactor,"Washington, DC","the tension, the pacing, the complete narrative clarity in all these complex filmed-in-a-decommissioned-nuclear-rea… https://t.co/2fdxb47jcc",0,14,8.0,0.8571428571428571,6,1,12,0,the tension the pacing the complete narrative clarity in all these complex filmed in a decommissioned nuclear rea,nuclear reactor,tension pacing complete narrative clarity complex filmed decommissioned nuclear rea,the tension the pacing the complete narrative clarity in all these complex film in a decommission nuclear rea,0.20454545454545456
4048,detonate,,researchers detonate explosives in texas in preparation for antarctic fieldwork on the notoriously unstable thwaites glacier. #…,0,17,6.588235294117647,0.9411764705882353,5,0,2,0,researchers detonate explosives in texas in preparation for antarctic fieldwork on the notoriously unstable thwaites glacier,detonate,researchers detonate explosives texas preparation antarctic fieldwork notoriously unstable thwaites glacier,researcher detonate explosive in texas in preparation for antarctic fieldwork on the notoriously unstable thwaite glaci,0.06666666666666667
8779,rubble,"Chicago, IL",i'm really offended by the dm's i get accusing me of being nothing more than a sexually frustrated old man. who had the…,0,23,4.260869565217392,1.0,12,0,3,0,i am really offended by the dm is i get accusing me of being nothing more than a sexually frustrated old man who had the,rubble,really offended get accusing nothing sexually frustrated old man,I be really offend by the dm be I get accuse I of be nothing more than a sexually frustrate old man who have the,0.4827586206896552
5391,fatalities,"Worthing, England",i've heard it's touched places throughout the uk....but thankfully no reports of any injuries or f… https://t.co/mqqaco4s11,0,17,4.705882352941177,1.0,7,1,11,0,i have heard it is touched places throughout the uk but thankfully no reports of any injuries or f,fatalities,heard touched places throughout thankfully reports injuries,I have hear it be touch place throughout the uk but thankfully no report of any injury or f,0.13559322033898305
11182,wounded,"London, UK",make art. make bad art. make better art. make great art. make brand new art that's ahead of its time. make more art. seek oppo…,0,25,4.12,0.64,3,0,7,0,make art make bad art make better art make great art make brand new art that is ahead of its time make more art seek oppo,wounded,make art make bad art make better art make great art make brand new art ahead time make art seek oppo,make art make bad art make well art make great art make brand new art that be ahead of its time make more art seek oppo,0.42857142857142855
7669,nuclear%20disaster,"Hamilton, Ontario","scott radley podcast - pickering nuclear disaster, kale eating hatred, and the houston astros https://t.co/1mfql7lyoe",0,15,5.714285714285714,1.0,2,1,8,0,scott radley podcast pickering nuclear disaster kale eating hatred and the houston astros,nuclear disaster,scott radley podcast pickering nuclear disaster kale eating hatred houston astros,scott radley podcast pickere nuclear disaster kale eat hatred and the houston astros,0.20754716981132076
5146,explode,♡ALLAH&RASUL♡,a fact: some ppl have g6pd and their red blood cells will explode if they inhale too much of ubat gegat scent or touch it.…,0,25,3.96,1.0,11,0,2,0,a fact some ppl have g6pd and their red blood cells will explode if they inhale too much of ubat gegat scent or touch it,explode,fact ppl g6pd red blood cells explode inhale much ubat gegat scent touch,a fact some ppl have g6pd and their red blood cell will explode if they inhale too much of ubat gegat scent or touch it,0.0
4281,drought,,"a matter of when, not if, cattle prices will rise because of #drought. #abc730 https://t.co/kyxsbtop1a",0,15,3.8461538461538463,0.9333333333333333,6,1,10,2,a matter of when not if cattle prices will rise because of drought abc730,drought,matter cattle prices rise drought abc730,a matter of when not if cattle price will rise because of drought abc730,0.1836734693877551
10204,thunderstorm,"Wakefield, VA","a thunderstorm with heavy rain will affect central pasquotank, perquimans, northeastern bertie, southeastern hertfo… https://t.co/6n6qdjptxq",1,15,7.357142857142857,1.0,3,1,8,0,a thunderstorm with heavy rain will affect central pasquotank perquimans northeastern bertie southeastern hertfo,thunderstorm,thunderstorm heavy rain affect central pasquotank perquimans northeastern bertie southeastern hertfo,a thunderstorm with heavy rain will affect central pasquotank perquimans northeastern bertie southeastern hertfo,0.8026315789473685
1898,burning,"Limerick, Ireland","proud day for the limerick parish seeing this record get released, album of the year contender and it's only january....th…",0,20,4.761904761904762,0.95,8,0,6,0,proud day for the limerick parish seeing this record get released album of the year contender and it is only january th,burning,proud day limerick parish seeing record get released album year contender january,proud day for the limerick parish see this record get release album of the year contender and it be only january th,0.0851063829787234
8872,sandstorm,,going from mocap suits and green screens to epic battle scenes truly takes a village. and what a great village it is! cong…,0,23,4.391304347826087,0.9130434782608695,8,0,2,0,going from mocap suits and green screens to epic battle scenes truly takes a village and what a great village it is cong,sandstorm,going mocap suits green screens epic battle scenes truly takes village great village cong,go from mocap suit and green screen to epic battle scene truly take a village and what a great village it be cong,0.10416666666666667
8839,sandstorm,pfp by @kewlgingerbat,the most underrated queen of them all #sandstorm #warriorcats https://t.co/gkt1sopfnd,0,10,4.428571428571429,1.0,5,1,7,2,the most underrated queen of them all sandstorm warriorcats,sandstorm,underrated queen sandstorm warriorcats,the most underrated queen of they all sandstorm warriorcat,0.10416666666666667
9809,sunk,"Abuja, Nigeria",nsukka ppl have finally sunk lower... this pit seems to have no end.. chukwu nna 😂😂😂😂😂😂 help them,0,18,4.166666666666667,0.9444444444444444,6,0,5,0,nsukka ppl have finally sunk lower this pit seems to have no end chukwu nna help them,sunk,nsukka ppl finally sunk lower pit seems end chukwu nna help,nsukka ppl have finally sink lower this pit seem to have no end chukwu nna help they,0.125
3586,derail,,economic planning chief says taal volcanic activity can't derail ph economic growth for now https://t.co/2wmqyzw4je,0,15,5.571428571428571,0.9333333333333333,2,1,6,0,economic planning chief says taal volcanic activity cannot derail ph economic growth for now,derail,economic planning chief says taal volcanic activity cannot derail economic growth,economic planning chief say taal volcanic activity can not derail ph economic growth for now,0.020833333333333332
7090,lava,,thousands have sought refuge at temporary shelters in the philippines as ash and smoke continue to spew from volcano. https://t.co…,1,20,5.2105263157894735,1.0,8,1,5,0,thousands have sought refuge at temporary shelters in the philippines as ash and smoke continue to spew from volcano,lava,thousands sought refuge temporary shelters philippines ash smoke continue spew volcano,thousand have seek refuge at temporary shelter in the philippine as ash and smoke continue to spew from volcano,0.3684210526315789
8355,radiation%20emergency,St Joseph de Beauce,who is responsible for sending/did send the emergency alert regarding a critical radiation incident at pickering power pla…,0,18,5.888888888888889,1.0,6,0,1,0,who is responsible for sending did send the emergency alert regarding a critical radiation incident at pickering power pla,radiation emergency,responsible sending send emergency alert regarding critical radiation incident pickering power pla,who be responsible for send do send the emergency alert regard a critical radiation incident at pickere power pla,0.23076923076923078
9728,suicide%20bombing,North Carolina,i promise you that we will come to the realization that instead of foreign-born terrorists shooting up and suicide bombing plac…,0,21,5.142857142857143,0.9523809523809523,11,0,1,0,i promise you that we will come to the realization that instead of foreign born terrorists shooting up and suicide bombing plac,suicide bombing,promise come realization instead foreign born terrorists shooting suicide bombing plac,I promise you that we will come to the realization that instead of foreign bear terrorist shoot up and suicide bombing plac,0.32558139534883723
8532,rescue,Texas,the corrupted dems trying their best to come to the ayatollah's rescue. #nancypelosifakenews https://t.co/a0ksphexcy,0,14,5.0,0.8571428571428571,5,1,8,1,the corrupted dems trying their best to come to the ayatollah is rescue nancypelosifakenews,rescue,corrupted dems trying best come ayatollah rescue nancypelosifakenews,the corrupted dem try their good to come to the ayatollah be rescue nancypelosifakenew,0.25
4518,drowning,"Maui, Hawaii",is it just me or is this insane? https://t.co/fyd4fylqr3,0,9,3.125,0.8888888888888888,7,1,6,0,is it just me or is this insane,drowning,insane,be it just I or be this insane,0.04477611940298507
10635,upheaval,Wiltshire - UK,"""rumours of a trial of no notice inspections"". have they completely lost the plot? https://t.co/evcqsi8zi0",0,15,4.928571428571429,0.9333333333333333,7,1,9,0,rumours of a trial of no notice inspections have they completely lost the plot,upheaval,rumours trial notice inspections completely lost plot,rumour of a trial of no notice inspection have they completely lose the plot,0.04
1310,body%20bag,pg,x “body bag 2” (official video) https://t.co/dprvs15hgq 🎥 🎹 https://t.c…,0,10,3.5,1.0,0,1,11,0,x body bag 2 official video,body bag,body bag official video,x body bag 2 official video,0.47540983606557374
745,battle,THE END OF SPACE-TIME,"https://t.co/p1skj9ch98 here is the moment where zeroranger gets super good with the battle vs grapefruit followed by my favorite, big zan",0,21,4.75,0.9523809523809523,8,1,6,0,here is the moment where zeroranger gets super good with the battle vs grapefruit followed by my favorite big zan,battle,moment zeroranger gets super good battle grapefruit followed favorite big zan,here be the moment where zeroranger get super good with the battle vs grapefruit follow by my favorite big zan,0.0
7606,natural%20disaster,"Gippsland Victoria, Australia","it can have a profound impact on a person’s emotional and mental health. if you or someone you know is struggling, pleas…",0,22,4.545454545454546,0.9090909090909091,12,0,2,0,it can have a profound impact on a person s emotional and mental health if you or someone you know is struggling pleas,natural disaster,profound impact person emotional mental health someone know struggling pleas,it can have a profound impact on a person s emotional and mental health if you or someone you know be struggle plea,0.20833333333333334
11015,wild%20fires,Victoria,agreed- but i so wish it hadn’t taken apocalyptic wild fires &amp; the deaths of…,0,15,4.2,1.0,5,0,3,0,agreed but i so wish it hadn t taken apocalyptic wild fires the deaths of,wild fires,agreed wish taken apocalyptic wild fires deaths,agree but I so wish it hadn t take apocalyptic wild fire the death of,0.4473684210526316
2924,damage,,"dumbing down is a trend, as is ordinary people taken in by the cult of celebrity, which is simply to exploit t… https://t.co/qlo5un7qib",0,23,4.090909090909091,0.9130434782608695,12,1,7,0,dumbing down is a trend as is ordinary people taken in by the cult of celebrity which is simply to exploit t,damage,dumbing trend ordinary people taken cult celebrity simply exploit,dumbe down be a trend as be ordinary people take in by the cult of celebrity which be simply to exploit t,0.08771929824561403
3993,destruction,,"$tsla more stupid than the other. capital destruction at its finest. in 2y tesla is trading below 100, https://t.co/vw9nuqikcy",0,19,4.722222222222222,1.0,8,1,9,0,tsla more stupid than the other capital destruction at its finest in 2y tesla is trading below 100,destruction,tsla stupid capital destruction finest tesla trading 100,tsla more stupid than the other capital destruction at its fine in 2y tesla be trade below 100,0.06
18,ablaze,Worldwide,paulzizkaphoto: “rundle ablaze” wishing you all a good evening... https://t.co/d0nlme1hqz https://t.co/hlvlt6qiip,0,11,6.0,1.0,3,1,14,0,paulzizkaphoto rundle ablaze wishing you all a good evening,ablaze,paulzizkaphoto rundle ablaze wishing good evening,paulzizkaphoto rundle ablaze wish you all a good evening,0.6923076923076923
7359,mass%20murderer,Streets of Africa,me on other hand? literally every quarter. nigeria the state is a silent mass murderer but we don't know it because we thi…,0,23,4.391304347826087,0.9565217391304348,12,0,3,0,me on other hand literally every quarter nigeria the state is a silent mass murderer but we do not know it because we thi,mass murderer,hand literally every quarter nigeria state silent mass murderer know thi,I on other hand literally every quarter nigeria the state be a silent mass murderer but we do not know it because we thi,0.24242424242424243
5002,epicentre,"Penrith, Sydney","just say it. australia is run by a propaganda mill in murdoch. all 3 ‘leaders’ of the uk, us &amp; aus were…",0,22,3.772727272727273,1.0,8,0,5,0,just say it australia is run by a propaganda mill in murdoch all 3 leaders of the uk us aus were,epicentre,say australia run propaganda mill murdoch leaders aus,just say it australia be run by a propaganda mill in murdoch all 3 leader of the uk us aus be,0.3333333333333333
7101,lava,MichaelJosephMiller@email.com,"a volcano near the philippine capital is spewing lava, ash and steam and trembling constantly on the third day of a… https://t.co/hgno5ep24k",1,22,4.571428571428571,0.9090909090909091,8,1,6,0,a volcano near the philippine capital is spewing lava ash and steam and trembling constantly on the third day of a,lava,volcano near philippine capital spewing lava ash steam trembling constantly third day,a volcano near the philippine capital be spew lava ash and steam and tremble constantly on the third day of a,0.3684210526315789
4369,drown,in that pussy 🏳️‍🌈,i’m ready to drown. https://t.co/gmwc8ejlvm,0,5,4.0,1.0,1,1,6,0,i m ready to drown,drown,ready drown,I m ready to drown,0.09523809523809523
9518,stretcher,,a man has fallen into the river in lego city start the rescue helicopter hey! build the helicopte… https://t.co/z1ooy7gath,0,19,4.5,0.8947368421052632,7,1,6,0,a man has fallen into the river in lego city start the rescue helicopter hey build the helicopte,stretcher,man fallen river lego city start rescue helicopter hey build helicopte,a man have fall into the river in lego city start the rescue helicopter hey build the helicopte,0.1
3584,derail,United States,uh.. the fact she can refund means she’s not abusing he… https://t.co/e41mafpq9p,0,12,4.0,1.0,4,1,7,0,uh the fact she can refund means she s not abusing he,derail,fact refund means abusing,uh the fact she can refund mean she s not abuse he,0.020833333333333332
6162,harm,,it’s important to uphold the most righteous action not just something akin to islam or that doesn’t contra… https://t.co/2x42at4vel,0,19,5.0,0.9473684210526315,8,1,5,0,it s important to uphold the most righteous action not just something akin to islam or that doesn t contra,harm,important uphold righteous action something akin islam contra,it s important to uphold the most righteous action not just something akin to islam or that doesn t contra,0.0
1140,blizzard,"Ohio, USA",in my opinion it should definitely be marketed as a premium… https://t.co/y4tvr89hqy,0,12,4.545454545454546,1.0,7,1,5,0,in my opinion it should definitely be marketed as a premium,blizzard,opinion definitely marketed premium,in my opinion it should definitely be market as a premium,0.0
8453,refugees,,"up becomes the first state to begin process for implementation of caa yes..! 40,000 non-muslims all set to get a new li…",1,22,4.217391304347826,0.9545454545454546,8,0,5,0,up becomes the first state to begin process for implementation of caa yes 40 000 non muslims all set to get a new li,refugees,becomes first state begin process implementation caa yes 000 non muslims set get new,up become the first state to begin process for implementation of caa yes 40 000 non muslim all set to get a new li,0.09803921568627451
4908,engulfed,Various,"landmark paris trial of disgraced former athletics supremo lamine diack delayed until june after surprise new evidence, with i…",0,19,5.7368421052631575,1.0,4,0,1,0,landmark paris trial of disgraced former athletics supremo lamine diack delayed until june after surprise new evidence with i,engulfed,landmark paris trial disgraced former athletics supremo lamine diack delayed june surprise new evidence,landmark paris trial of disgrace former athletic supremo lamine diack delay until june after surprise new evidence with I,0.203125
9053,screams,,the name michael just screams 🗑🗑🗑 #loveisland https://t.co/jzyz4qbjul,0,8,4.666666666666667,1.0,2,1,6,1,the name michael just screams loveisland,screams,name michael screams loveisland,the name michael just scream loveisland,0.05405405405405406
1966,bush%20fires,,"i care about root causes, actual facts demonstrated, evidence, not lea… https://t.co/4y5nztkhsx",0,12,5.545454545454546,1.0,3,1,8,0,i care about root causes actual facts demonstrated evidence not lea,bush fires,care root causes actual facts demonstrated evidence lea,I care about root cause actual fact demonstrate evidence not lea,0.23214285714285715
7328,mass%20murderer,Stone age under PM feku,as if u r kohinoor of sikh community. when u can lick boots of mass murderer and tadipaar both dread… https://t.co/c0tfxicffi,0,21,4.1,0.9047619047619048,8,1,6,0,as if u r kohinoor of sikh community when u can lick boots of mass murderer and tadipaar both dread,mass murderer,kohinoor sikh community lick boots mass murderer tadipaar dread,as if u r kohinoor of sikh community when u can lick boot of mass murderer and tadipaar both dread,0.24242424242424243
7107,lava,"San Diego, CA",hell no! if it's not the lava that will get you it's the ashe😬😬😬,0,14,3.642857142857143,0.8571428571428571,9,0,3,0,hell no if it is not the lava that will get you it is the ashe,lava,hell lava get ashe,hell no if it be not the lava that will get you it be the ashe,0.3684210526315789
1893,burning,,"the input for buster wolf always sends you in the direction you input, same with the input fo… https://t.co/nwvtkdbjfc",0,19,4.277777777777778,0.7894736842105263,9,1,6,0,the input for buster wolf always sends you in the direction you input same with the input fo,burning,input buster wolf always sends direction input input,the input for buster wolf always send you in the direction you input same with the input fo,0.0851063829787234
5870,flooding,"North East, England",we're restoring peat bogs at places like to lock up carbon and protect the landscape. teams of volunteers…,0,18,4.944444444444445,1.0,7,0,2,0,we are restoring peat bogs at places like to lock up carbon and protect the landscape teams of volunteers,flooding,restoring peat bogs places like lock carbon protect landscape teams volunteers,we be restore peat bog at place like to lock up carbon and protect the landscape team of volunteer,0.32432432432432434
2054,casualty,,study? don't you mean disinformation campaign? https://t.co/6unsn6czyq,0,7,6.833333333333333,1.0,2,1,8,0,study do not you mean disinformation campaign,casualty,study mean disinformation campaign,study do not you mean disinformation campaign,0.16666666666666666
7861,obliterated,Vivienne Westhood,my son obliterated this rapist,0,5,5.2,1.0,2,0,0,0,my son obliterated this rapist,obliterated,son obliterated rapist,my son obliterate this rapist,0.0425531914893617
2771,crush,puso ni timothee,crush vc tayo :((,0,4,3.5,1.0,0,0,3,0,crush vc tayo,crush,crush tayo,crush vc tayo,0.0
6463,hijacker,,spreading democracy with the good fellow hijacker squad and bone-saw masters ! more hypocrisy and no democracy!… https://t.co/cvsqf2hqi8,0,18,5.647058823529412,0.9444444444444444,6,1,8,0,spreading democracy with the good fellow hijacker squad and bone saw masters more hypocrisy and no democracy,hijacker,spreading democracy good fellow hijacker squad bone saw masters hypocrisy democracy,spread democracy with the good fellow hijacker squad and bone see master more hypocrisy and no democracy,0.0975609756097561
413,army,,my new brother suga https://t.co/rqm9zhwspy,0,5,4.0,1.0,1,1,5,0,my new brother suga,army,new brother suga,my new brother suga,0.10204081632653061
2894,curfew,,talk about the situation in #kashmir. the curfew has been on since over 150 days. germany as a very dem… https://t.co/5icnktz5z9,1,21,3.85,0.9523809523809523,11,1,8,1,talk about the situation in kashmir the curfew has been on since over 150 days germany as a very dem,curfew,talk situation kashmir curfew since 150 days germany dem,talk about the situation in kashmir the curfew have be on since over 150 day germany as a very dem,0.1896551724137931
10207,thunderstorm,,"nwsspc: #spc jan 14, 2020 0100z thunderstorm outlook https://t.co/xkvuhxyftl",1,9,5.857142857142857,1.0,0,1,8,1,nwsspc spc jan 14 2020 0100z thunderstorm outlook,thunderstorm,nwsspc spc jan 2020 0100z thunderstorm outlook,nwsspc spc jan 14 2020 0100z thunderstorm outlook,0.8026315789473685
8630,rescuers,"Los Angeles, CA",probably because no one's made a live-action version of the first rescuers film yet.,0,14,5.071428571428571,1.0,5,0,3,0,probably because no one is made a live action version of the first rescuers film yet,rescuers,probably one made live action version first rescuers film yet,probably because no one be make a live action version of the first rescuer film yet,0.2608695652173913
1833,burned,Ballina nsw australia,"despite extensive hazard reduction burning across the country over the past decade, some are arguing these #bushfires are evide…",0,19,5.555555555555555,0.8947368421052632,7,0,2,1,despite extensive hazard reduction burning across the country over the past decade some are arguing these bushfires are evide,burned,despite extensive hazard reduction burning across country past decade arguing bushfires evide,despite extensive hazard reduction burn across the country over the past decade some be argue these bushfire be evide,0.16279069767441862
5271,eyewitness,,listen to this eyewitness on the border: “they were the worst conditions that i’ve ever seen in the united states of americ…,0,22,4.681818181818182,0.9090909090909091,10,0,1,0,listen to this eyewitness on the border they were the worst conditions that i ve ever seen in the united states of americ,eyewitness,listen eyewitness border worst conditions ever seen united states americ,listen to this eyewitness on the border they be the bad condition that I ve ever see in the united states of americ,0.06382978723404255
1402,body%20bagging,,he's always been one because he ain't body bagging fools.,0,10,4.8,1.0,4,0,3,0,he is always been one because he am not body bagging fools,body bagging,always one body bagging fools,he be always be one because he be not body bagging fool,0.03225806451612903
3731,derailment,"Peterborough, England",a train has had a low speed derailment at hitchin as a result no trains are calling at hitchin station until furth… https://t.co/5wgzwc4tde,1,23,4.2727272727272725,0.8260869565217391,11,1,5,0,a train has had a low speed derailment at hitchin as a result no trains are calling at hitchin station until furth,derailment,train low speed derailment hitchin result trains calling hitchin station furth,a train have have a low speed derailment at hitchin as a result no train be call at hitchin station until furth,0.7142857142857143
6030,forest%20fires,USA,pray for australia forest fires shirt https://t.co/yqka8ogjl1 https://t.co/jru2b3v0sf,1,8,5.333333333333333,1.0,1,1,10,0,pray for australia forest fires shirt,forest fires,pray australia forest fires shirt,pray for australia forest fire shirt,0.22857142857142856
2613,collision,,#m25 anticlockwise at j12 #thorpe - we have a lane 3 &amp; lane 4 closure in place due to a traffic collision. #trafficoffic…,1,23,3.5714285714285716,0.9130434782608695,7,0,7,3,m25 anticlockwise at j12 thorpe we have a lane 3 lane 4 closure in place due to a traffic collision trafficoffic,collision,m25 anticlockwise j12 thorpe lane lane closure place due traffic collision trafficoffic,m25 anticlockwise at j12 thorpe we have a lane 3 lane 4 closure in place due to a traffic collision trafficoffic,0.7192982456140351
6639,hostages,Ethiopia,in early december between 17-27 students fleeing violence at their campus were kidnapped while aboard busses…,1,16,5.875,1.0,6,0,1,0,in early december between 17 27 students fleeing violence at their campus were kidnapped while aboard busses,hostages,early december students fleeing violence campus kidnapped aboard busses,in early december between 17 27 student flee violence at their campus be kidnap while aboard bus,0.1875
